"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"4° Inc 8"$"Fg 688a"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"BW 23"$"Ms. theol. fol. 25-26"$"2° Eld 57"$"Fg 501"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"BW 210-211"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"BW 321"$"Ms. theol. qu. 57"$"Fg 459"$"2° Fg 495"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"BW 330"$"Ms. theol. fol. 27"$"Jas 56"$"Fg 387"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"BW 412"$"2° Eld 39"$"Fg 649"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"BW 444"$"Ms. lat. qu. 63"$"Ip 13"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"BW 640"$"Eb 133"$"Ms. lat. qu. 66-69"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"BW 641"$"Eb 133"$"Ms. lat. qu. 66-69"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"BW 908"$"Ms. theol. oct. 9"$"Fe 109 8° (an Ft 1 8°)"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 23"$"Ms. pomeran. fol. 12"$"II,1"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 24"$"Ms. pomeran. fol. 13"$"Bibliotheca Schwartzii No. 3"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 189"$"Ms. pomeran. fol. 253"$"II,61"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 541"$"Ms. pomeran. oct. 3"II,35"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 638"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 639"$"Ms. batav. qu. 1"$"I,307"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 641"$"Ms. batav. qu. 3"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 668"$"Ms. lat. fol. 2"$"I,5"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 669"$"Ms. lat. fol. 3"$"I,2"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 677"$"Ms. lat. fol. 11"$"I,155"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 678"$"Ms. lat. fol. 12"$"I,156a"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 679"$"Ms. lat. fol. 13"$"I,295"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 680"$"Ms. lat. fol. 14"$"I,1"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 681"$"Ms. lat. fol. 15"$"I,7"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 682"$"Ms. lat. fol. 16"$"I,6"
"Greifswald"$"4021965-3"$"Universitätsbibliothek Greifswald"$"41359-8"$"Ms 683"$"Ms. lat. fol. 17"
