"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"(Geheimes Hausarchiv), Handschriften Nr. 100"$"GHA, Handschrift Nr. 100"$"Bayerisches Hauptstaatsarchiv (Geheimes Hausarchiv), Handschriften Nr. 100"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"(Geheimes Hausarchiv), Handschriften Nr. 148"$"GHA, Handschrift Nr. 148"$"Bayerisches Hauptstaatsarchiv (Geheimes Hausarchiv), Handschriften Nr. 148"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"(Geheimes Hausarchiv), Kopien - Drucke - Tafeln Nr. 453"$"GHA, Kopien Nr. 453"$"Bayerisches Hauptstaatsarchiv (Geheimes Hausarchiv), Kopien - Drucke - Tafeln Nr. 453"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"(Geheimes Hausarchiv), Kopien - Drucke - Tafeln Nr. 454"$"GHA, Kopien Nr. 454"$"Bayerisches Hauptstaatsarchiv (Geheimes Hausarchiv), Kopien - Drucke - Tafeln Nr. 454"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"(Geheimes Hausarchiv), Kopien - Drucke - Tafeln Nr. 455"$"GHA, Kopien Nr. 455"$"Bayerisches Hauptstaatsarchiv (Geheimes Hausarchiv), Kopien - Drucke - Tafeln Nr. 455"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"(Kriegsarchiv), A XIX 171"$"Abt. IV Kriegsarchiv, A XIX Bund 171"$"Bayerisches Hauptstaatsarchiv (Kriegsarchiv), A XIX 171"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"(Kriegsarchiv), A XIX 171, Prod. ad 16"$"Abt. IV Kriegsarchiv, A XIX Bund 171 Prod. ad 16"$"Bayerisches Hauptstaatsarchiv (Kriegsarchiv), A XIX 171, Prod. ad 16"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Fragmentensammlung vorl. Nr. 12"$"Jesuiten Nr. 101 in Fragmente 2"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Fragmentensammlung vorl. Nr. 44"$"KL Passau St. Nikola 72 in Fragmente 3"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Generaldirektion Bibliotheken 665"$"B-Reg. 120 Fasz. 10"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Generaldirektion Bibliotheken 972"$"B-Reg. 161 Fasz. 5"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"GL Fasz. 32/70"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"GR Fasz. 643/82"$"GR Fasz. 643/82/3"$"GR 643/82/3"$"GR 643/82/3; KL Fasz. 670/3"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"HL Freising 292"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"HL Passau 852"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Hof- und Staatsbibliothek vorläufige Nr. 1856"$"A-Reg. B VII(Ludwig I. - Donatio Ludovici, Nr. 25"$"Hof- und Staatsbibliothek vorläufige Nr. 1856 (Nr. 25)"$"A-Reg. B VII(Ludwig I. - Donatio Ludovici, Nr. 26"$" Hof- und Staatsbibliothek vorläufige Nr. 1856 (Nr. 26)"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Hof- und Staatsbibliothek vorläufige Nr. 1900"$"A-Reg. B VII(König Ludwig II."
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Hof- und Staatsbibliothek vorläufige Nr. 2206 "$"A-Reg. B 70"$"Hof- und Staatsbibliothek vorläufige Nr. 2206"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Hof- und Staatsbibliothek vorläufige Nr. 2217"$"A-Reg. B 82 Nr. 8"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Hof- und Staatsbibliothek vorläufige Nr. 2342 "$"A-Reg. B 199 Nr. 2"$"Hof- und Staatsbibliothek vorläufige Nr. 2342"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Hof- und Staatsbibliothek vorläufige Nr. 2387 "$"A-Reg. B 244 Nr. 4"$"Hof- und Staatsbibliothek vorläufige Nr. 2387"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Hof- und Staatsbibliothek vorläufige Nr. 384"$"A-Reg. B I Höglwörth ad Nr. 1"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Hof- und Staatsbibliothek vorläufige Nr. 426"$"A-Reg. B I Schäftlarn"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"HR I Fasz. 293/4, I"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Au a. Inn 33"$"KL Au 33"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Bayerische Franziskanerprovinz 166"$"KL Bayer. Franziskanerprovinz 166"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Bayerische Franziskanerprovinz 269"$"KL Bayer. Franziskanerprovinz 269"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Bayerische Franziskanerprovinz 277"$"KL Bayer. Franziskanerprovinz 277"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Bayerische Franziskanerprovinz 358"$"KL Bayer. Franziskanerprovinz 358"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Bayerische Franziskanerprovinz 197"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Bayerische Franziskanerprovinz 199"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Bayerische Franziskanerprovinz 287"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Fasz. 280/46"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Fasz. 331/9"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Fasz. 444/18"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Fasz. 448/7"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Kapuziner 9"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Landshut St. Martin u. Kastulus 145, Akt 4"$"KL Landshut, St. Martin u. Castulus 145, Akt 4"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"KL Schäftlarn 12 a"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Kloster St. Nikola Passau Amtsbücher und Akten 19"$"KL Passau/St. Nikola 145"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Kurbayern Äußeres Archiv 3904"$"Äußeres Archiv 3904"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Kurbayern Äußeres Archiv 4889/1"$"KL Ramsau 2"
"München"$"4127793-4"$"Bayerisches Hauptstaatsarchiv"$"2005486-5"$"Kurbayern Geheimer Rat Archivalien 863"$"KL Aldersbach 72, Bl. 62r-73r"
