"Osnabrück"$"4043974-4"$"Kulturgeschichtliches Museum Osnabrück"$"2016693-X"$"2739"
"Osnabrück"$"4043974-4"$"Kulturgeschichtliches Museum Osnabrück"$"2016693-X"$"E 495"
