"Quedlinburg"$"4048035-5"$"Gymnasialbibliothek (Quedlinburg)"$"4422745-0"$"ohne Signatur 1"$"Martin Luther: Brief an Philipp Melanchthon vom 5. März 1540"
"Quedlinburg"$"4048035-5"$"Gymnasialbibliothek (Quedlinburg)"$"4422745-0"$"ohne Signatur 2"$"Martin Luther: Brief an Justus Jonas vom 17. April 1544"
"Quedlinburg"$"4048035-5"$"Gymnasialbibliothek (Quedlinburg)"$"4422745-0"$"ohne Signatur 3"$"Philipp Melanchthon: Brief an Franz Burckhard vom 25. September 1542"
