"1"$"100 Fragment 2"$"https://iiif.ub.uni-marburg.de/presentation/v2/corvey74/manifest"$"http://dx.doi.org/10.48643/b4tm-72"$"https://corvey.ub.uni-marburg.de/bitstream/handle/corvey/74/?sequence=240"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"29.01.2019"$"10.11.2021"$"Hochschul- und Landesbibliothek Fulda"$"https://d-nb.info/gnd/10045429-X"$"Fulda"$"https://d-nb.info/gnd/4018859-0"$"Hochschul- und Landesbibliothek Fulda"$"https://d-nb.info/gnd/10045429-X"$"Fulda"$"https://d-nb.info/gnd/4018859-0"
"2"$"Fragment 28"$"https://iiif.ub.uni-marburg.de/presentation/v2/corvey75/manifest"$"http://dx.doi.org/10.48643/b4tm-73"$"https://corvey.ub.uni-marburg.de/bitstream/handle/corvey/75/?sequence=10"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"29.01.2019"$"10.11.2021"$"Hochschul- und Landesbibliothek Fulda"$"https://d-nb.info/gnd/10045429-X"$"Fulda"$"https://d-nb.info/gnd/4018859-0"$"Hochschul- und Landesbibliothek Fulda"$"https://d-nb.info/gnd/10045429-X"$"Fulda"$"https://d-nb.info/gnd/4018859-0"



















































































































































































































































































































































































































































































































































































































































