"Braunschweig"$"4008065-1"$"Stadtarchiv Braunschweig"$"2069298-5"$"H III 2: 23 1-3"$"H III 2, Nr. 99"$"H III 2: 99"$"32 Extravagantes"$"Cod. Guelf. 32 Extrav."
"Braunschweig"$"4008065-1"$"Stadtarchiv Braunschweig"$"2069298-5"$"H VI 1: 28"$"H VI: 28"$"H VI 1: 28"$"H VI 1 Nr. 28"
"Braunschweig"$"4008065-1"$"Stadtarchiv Braunschweig"$"2069298-5"$"A I 1: 2a"$"A I 1: 2 a"$"A I 1: 0002 a"$"o. Sign."
"Braunschweig"$"4008065-1"$"Stadtarchiv Braunschweig"$"2069298-5"$"B I 9: 57"
