"Ulm"$"4061529-7"$"Haus der Stadtgeschichte - Stadtarchiv Ulm"$"16002826-7"$"U 4949/1"
"Ulm"$"4061529-7"$"Haus der Stadtgeschichte - Stadtarchiv Ulm"$"16002826-7"$"U 4947"
"Ulm"$"4061529-7"$"Haus der Stadtgeschichte - Stadtarchiv Ulm"$"16002826-7"$"U 4946"
