"34"$"Cod. Guelf. 12.7 Aug. 2°"$""$"https://diglib.hab.de/mss/12-7-aug-2f/start.htm"$"https://diglib.hab.de/mss/12-7-aug-2f/thumbs/00001.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$""$"19.10.2016"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"
"35"$"Cod. Guelf. 12.11 Aug. 2°"$""$"https://diglib.hab.de/mss/12-11-aug-2f/start.htm"$"https://diglib.hab.de/mss/12-11-aug-2f/thumbs/00001.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$""$"28.04.2017"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"
"36"$"Cod. Guelf. 15.2 Aug. 2°"$""$"https://diglib.hab.de/mss/15-2-aug-2f/start.htm"$"https://diglib.hab.de/mss/15-2-aug-2f/thumbs/00001.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$""$"01.04.2011"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"
"37"$"Cod. Guelf. 16 Aug. 2°"$""$"https://diglib.hab.de/mss/16-aug-2f/start.htm"$"https://diglib.hab.de/mss/16-aug-2f/thumbs/00001.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$""$"27.03.2012"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"
"38"$"Cod. Guelf. 16.1 Aug. 2°"$""$"https://diglib.hab.de/mss/16-1-aug-2f/start.htm"$"https://diglib.hab.de/mss/16-1-aug-2f/thumbs/00001.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$""$"26.06.2019"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"
"39"$"Cod. Guelf. 16.3 Aug. 2°"$""$"https://diglib.hab.de/mss/16-3-aug-2f/start.htm"$"https://diglib.hab.de/mss/16-3-aug-2f/thumbs/00001.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$""$"16.12.2016"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"
"40"$"Cod. Guelf. 17.2 Aug. 2°"$"https://iiif.hab.de/object/mss_17-2-aug-2f/manifest.json"$"https://diglib.hab.de/mss/17-2-aug-2f/start.htm"$"https://diglib.hab.de/mss/17-2-aug-2f/thumbs/00001.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$""$"20.04.2020"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"
"41"$"Cod. Guelf. 18.1 Aug. 2°"$"https://iiif.hab.de/object/mss_18-1-aug-2f/manifest.json"$"https://diglib.hab.de/mss/18-1-aug-2f/start.htm"$"https://diglib.hab.de/mss/18-1-aug-2f/thumbs/00001.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$""$"03.02.2020"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"
"42"$"Cod. Guelf. 18.7 Aug. 2°"$""$"https://diglib.hab.de/mss/18-7-aug-2f/start.htm"$"https://diglib.hab.de/mss/18-7-aug-2f/thumbs/00001.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$""$"28.04.2017"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"
"43"$"Cod. Guelf. 18.8 Aug. 2°"$""$"https://diglib.hab.de/mss/18-8-aug-2f/start.htm"$"https://diglib.hab.de/mss/18-8-aug-2f/thumbs/00001.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$""$"28.04.2017"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"$"Herzog August Bibliothek Wolfenbüttel"$"http://d-nb.info/gnd/8989-8"$"Wolfenbüttel"$"http://d-nb.info/gnd/4066832-0"
