"Karlsruhe"$"4029713-5"$"Badische Landesbibliothek"$"2005707-6"$"Aug. Fr. 175"$"Ms. Aug. Fr. 175"$"Cod. Aug. Fr. 175"$"Aug. Fragm. 175"
"Karlsruhe"$"4029713-5"$"Badische Landesbibliothek"$"2005707-6"$"Cod. Donaueschingen 570b"$"Ms. Donaueschingen 570b"$"Don. 570b"$"Cod. Don. 570b"$"Donaueschingen 570b"$"Fürstenberg Ms. 570b"$"Cod. Donaueschingen 570"
"Karlsruhe"$"4029713-5"$"Badische Landesbibliothek"$"2005707-6"$"Cod. Donaueschingen 570c"$"Ms. Donaueschingen 570c"$"Don. 570c"$"Cod. Don. 570c"$"Donaueschingen 570c"$"Fürstenberg Ms. 570c"$"Cod. Donaueschingen 570"
"Karlsruhe"$"4029713-5"$"Badische Landesbibliothek"$"2005707-6"$"Cod. Donaueschingen D 10b"$"Ms. Donaueschingen D 10b"$"Don. D 10b"$"Cod. Don. D 10b"$"Donaueschingen D 10b"$"Fürstenberg Ms. D 10b"$"Cod. Donaueschingen D 10"$"Donaueschingen 738c"
"Karlsruhe"$"4029713-5"$"Badische Landesbibliothek"$"2005707-6"$"Cod. Donaueschingen D 2,2"$"Ms. Donaueschingen D 2,2"$"Don. D 2,2"$"Cod. Don. D 2,2"$"Donaueschingen D 2,2"$"Fürstenberg Ms. D 2,2"$"Cod. Donaueschingen D 2"
