"Landshut"$"4034367-4"$"Staatsarchiv Landshut"$"1110073720"$"Rep. 168/1 Fasz. 1189 Nr. 12"$"Rep. 168/1 Fasz. 1189"
"Landshut"$"4034367-4"$"Staatsarchiv Landshut"$"1110073720"$"Rep. 168/1 Fasz. 1189 Nr. 13"$"Rep. 168/1 Fasz. 1189"
