"1"$"MS M.755"$""$"https://www.themorgan.org/manuscript/131052"$"http://ica.themorgan.org/icaimages/7/m755.001v.jpg"$"Teilweise"$"Original"$"Standard"$"Einzelseite"$""$""$"The Morgan Library & Museum"$"https://d-nb.info/gnd/10156282-2"$"New York"$"https://d-nb.info/gnd/4042011-5"$"The Morgan Library & Museum"$"https://d-nb.info/gnd/10156282-2"$"New York"$"https://d-nb.info/gnd/4042011-5"
"2"$"MS M.782"$""$"https://www.themorgan.org/manuscript/159801"$"http://ica.themorgan.org/icaimages/7/m782.001r.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$""$""$"The Morgan Library & Museum"$"https://d-nb.info/gnd/10156282-2"$"New York"$"https://d-nb.info/gnd/4042011-5"$"The Morgan Library & Museum"$"https://d-nb.info/gnd/10156282-2"$"New York"$"https://d-nb.info/gnd/4042011-5"
"3"$"MS M.833"$""$"https://www.themorgan.org/manuscript/158986"$"http://ica.themorgan.org/icaimages/8/m833.002r.jpg"$"Teilweise"$"Original"$"Standard"$"Einzelseite"$""$""$"The Morgan Library & Museum"$"https://d-nb.info/gnd/10156282-2"$"New York"$"https://d-nb.info/gnd/4042011-5"$"The Morgan Library & Museum"$"https://d-nb.info/gnd/10156282-2"$"New York"$"https://d-nb.info/gnd/4042011-5"
"4"$"MS M.889"$""$"https://www.themorgan.org/manuscript/159531"$"http://ica.themorgan.org/icaimages/8/m889.002v.jpg"$"Teilweise"$"Original"$"Standard"$"Einzelseite"$""$""$"The Morgan Library & Museum"$"https://d-nb.info/gnd/10156282-2"$"New York"$"https://d-nb.info/gnd/4042011-5"$"The Morgan Library & Museum"$"https://d-nb.info/gnd/10156282-2"$"New York"$"https://d-nb.info/gnd/4042011-5"
