
"München"$"4127793-4"$"Ludwig-Maximilians-Universität München. Universitätsbibliothek"$"2024938-X"$"4 Cod.ms. 1213"$"quart 1213"$"4° Cod. ms. 1213"$"4° Cod.ms. 1213"$"quart. 1213"$"4º Cod.ms. 1213"$"4º Cod. ms. 1213"$"4o Cod.ms. 1213"$"4o Cod. ms. 1213"$"quart. Cod. ms. 1213"$"quart Cod. ms. 1213"
"München"$"4127793-4"$"Ludwig-Maximilians-Universität München. Universitätsbibliothek"$"2024938-X"$"8 Cod.ms. 518"$"oct. 518"$"8° Cod. ms. 518"$"8° Cod.ms. 518"$"oct 518"$"8º Cod.ms. 518"$"8º Cod. ms. 518"$"8o Cod.ms. 518"$"8o Cod. ms. 518"
