"Dessau"$"7576656-5"$"Anhaltische Landesbücherei"$"65928-9"$"Bruchst. 1"
"Dessau"$"7576656-5"$"Anhaltische Landesbücherei"$"65928-9"$"Bruchst. 2"
"Dessau"$"7576656-5"$"Anhaltische Landesbücherei"$"65928-9"$"Bruchst. 3"
"Dessau"$"7576656-5"$"Anhaltische Landesbücherei"$"65928-9"$"Bruchst. 4"
"Dessau"$"7576656-5"$"Anhaltische Landesbücherei"$"65928-9"$"Bruchst. 5"
"Dessau"$"7576656-5"$"Anhaltische Landesbücherei"$"65928-9"$"Bruchst. 6"
"Dessau"$"7576656-5"$"Anhaltische Landesbücherei"$"65928-9"$"Bruchst. 7"
"Dessau"$"7576656-5"$"Anhaltische Landesbücherei"$"65928-9"$"Bruchst. 8"
"Dessau"$"7576656-5"$"Anhaltische Landesbücherei"$"65928-9"$"Bruchst. 9"
