"Datei"$"Ort"$"Institution"$"Anzahl KODs"
"01_Freiburg_Erzbischoefliches_Archiv.csv"$"Freiburg"$"Erzbischoefliches"$"77"
"01_Freiburg_Erzbischoefliche_Bibliothek.csv"$"Freiburg"$"Erzbischoefliche"$"20"
"01_Freiburg_Stadtarchiv.csv"$"Freiburg"$"Stadtarchiv"$"77"
"01_Freiburg_UB.csv"$"Freiburg"$"UB"$"1480"
"01_Freiburg_Universitaetsarchiv.csv"$"Freiburg"$"Universitaetsarchiv"$"25"
"01_Freiburg_Zentrum_fuer_Populaere_Kultur_und_Musik.csv"$"Freiburg"$"Zentrum"$"742"
"01_Fritzlar_Dombibliothek.csv"$"Fritzlar"$"Dombibliothek"$"286"
"01_Fuerstenwalde_Spree_Dombibliothek.csv"$"Fuerstenwalde"$"Spree"$"7"
"01_Fulda_Landesbibliothek.csv"$"Fulda"$"Landesbibliothek"$"272"
"01_Giessen_UB.csv"$"Giessen"$"UB"$"468"
"01_Goerlitz_Bistumsarchiv.csv"$"Goerlitz"$"Bistumsarchiv"$"6"
"01_Goerlitz_Oberlausitzische_Bibliothek.csv"$"Goerlitz"$"Oberlausitzische"$"3"
"01_Goerlitz_Oberlausitzische_Bibliothek_ERG_01.csv"$"Goerlitz"$"Oberlausitzische"$"1"
"01_Goettingen_Diplomatischer_Apparat.csv"$"Goettingen"$"Diplomatischer"$"2"
"01_Goettingen_Diplomatischer_Apparat_ERG_01.csv"$"Goettingen"$"Diplomatischer"$"441"
"01_Goettingen_Staats_und_Universitaetsbibliothek.csv"$"Goettingen"$"Staats"$"617"
"01_Goslar_Goslarer_Museum.csv"$"Goslar"$"Goslarer"$"1"
"01_Goslar_Marktkirchenbibliothek.csv"$"Goslar"$"Marktkirchenbibliothek"$"12"
"01_Goslar_Privatbesitz.csv"$"Goslar"$"Privatbesitz"$"2"
"01_Goslar_Stadtarchiv.csv"$"Goslar"$"Stadtarchiv"$"568"
"01_Goslar_St_Jakobus.csv"$"Goslar"$"St"$"1"
"01_Gotha_Forschungsbibliothek.csv"$"Gotha"$"Forschungsbibliothek"$"628"
"01_Greifswald_Geistliches_Ministerium.csv"$"Greifswald"$"Geistliches"$"106"
"01_Greifswald_UB.csv"$"Greifswald"$"UB"$"83"
"01_Greifswald_Universitaetsarchiv.csv"$"Greifswald"$"Universitaetsarchiv"$"4"
"01_Gyor_Bibliothek_Priesterseminar.csv"$"Gyor"$"Bibliothek"$"3"
"01_Halberstadt_Domschatz.csv"$"Halberstadt"$"Domschatz"$"40"
"01_Halberstadt_Stadtarchiv.csv"$"Halberstadt"$"Stadtarchiv"$"46"
"01_Haldensleben_Alvenslebensche_Bibliothek.csv"$"Haldensleben"$"Alvenslebensche"$"35"
"01_Halle_Franckesche-Stiftung.csv"$"Halle"$"Franckesche-Stiftung"$"11"
"01_Halle_Marienbibliothek.csv"$"Halle"$"Marienbibliothek"$"13"
"01_Halle_Marienbibliothek_ERG_01.csv"$"Halle"$"Marienbibliothek"$"2"
"01_Halle_Universitaets_und_Landesbibliothek.csv"$"Halle"$"Universitaets"$"289"
"01_Halle_Universitaets_und_Landesbibliothek_ERG_01.csv"$"Halle"$"Universitaets"$"135"
"01_Hamburg_Staats-und-UB.csv"$"Hamburg"$"Staats-und-UB"$"24"
"01_Hamburg_Staats-und-UB_ERG_01.csv"$"Hamburg"$"Staats-und-UB"$"1"
"01_Hamburg_Staatsarchiv.csv"$"Hamburg"$"Staatsarchiv"$"2"
"01_Hameln_Museum.csv"$"Hameln"$"Museum"$"2"
"01_Hannover_August_Kestner_Museum.csv"$"Hannover"$"August"$"105"
"01_Hannover_Gottfried_Wilhelm_Leibniz_Bibliothek.csv"$"Hannover"$"Gottfried"$"263"
"01_Hannover_Landeskirchliches_Archiv.csv"$"Hannover"$"Landeskirchliches"$"50"
"01_Hannover_Niedersaechsisches_Landesarchiv.csv"$"Hannover"$"Niedersaechsisches"$"41"
"01_Hannover_Stadtarchiv.csv"$"Hannover"$"Stadtarchiv"$"1"
"01_Hannover_Stadtbibliothek.csv"$"Hannover"$"Stadtbibliothek"$"10"
"01_Harburg_Fuerstlich-Oettingen-Wallersteinische_Bibliothek.csv"$"Harburg"$"Fuerstlich-Oettingen-Wallersteinische"$"2"
"01_Heidelberg_UB.csv"$"Heidelberg"$"UB"$"901"
"01_Helmstedt_ehemalige_UB.csv"$"Helmstedt"$"ehemalige"$"42"
"01_Helmstedt_Stadtarchiv.csv"$"Helmstedt"$"Stadtarchiv"$"1"
"01_Hildesheim_Dombibliothek.csv"$"Hildesheim"$"Dombibliothek"$"252"
"01_Hildesheim_Dommuseum.csv"$"Hildesheim"$"Dommuseum"$"10"
"01_Hildesheim_Stadtarchiv.csv"$"Hildesheim"$"Stadtarchiv"$"71"
"01_Hirzenhain_Fuerst-zu-Stollberg.csv"$"Hirzenhain"$"Fuerst-zu-Stollberg"$"63"
"01_Jena_Thueringer_Universitaets_und_Landesbibliothek.csv"$"Jena"$"Thueringer"$"548"
"01_Kalocsa_Kathedralbibliothek.csv"$"Kalocsa"$"Kathedralbibliothek"$"13"
"01_Karlsruhe_Badische_Landesbibliothek.csv"$"Karlsruhe"$"Badische"$"2384"
"01_Kassel_Murhardtsche_Universitaets_und_Landesbibliothek.csv"$"Kassel"$"Murhardtsche"$"1852"
"01_Kiel_UB.csv"$"Kiel"$"UB"$"142"
"01_Kirchdorf_Tirol_Gemeindearchiv.csv"$"Kirchdorf"$"Tirol"$"1"
"01_Koblenz_Landeshauptarchiv.csv"$"Koblenz"$"Landeshauptarchiv"$"286"
"01_Koblenz_Landeshauptarchiv_ERG_01.csv"$"Koblenz"$"Landeshauptarchiv"$"237"
"01_Koeln_Dioezesan_und_Dombibliothek.csv"$"Koeln"$"Dioezesan"$"364"
"01_Koeln_Historisches_Stadtarchiv.csv"$"Koeln"$"Historisches"$"1296"
"01_Koeln_Slavisches-Institut.csv"$"Koeln"$"Slavisches-Institut"$"1"
"01_Koethen_Historisches_Museum.csv"$"Koethen"$"Historisches"$"24"
"01_Konstanz_Rosgartenmuseum.csv"$"Konstanz"$"Rosgartenmuseum"$"41"
"01_Landshut_Staatsarchiv.csv"$"Landshut"$"Staatsarchiv"$"2"
"01_Leeds_Royal_Armouries.csv"$"Leeds"$"Royal"$"1"
"01_Leipzig_Bundesverwaltungsgericht.csv"$"Leipzig"$"Bundesverwaltungsgericht"$"72"
"01_Leipzig_Deutsche_Nationalbibliothek.csv"$"Leipzig"$"Deutsche"$"100"
"01_Leipzig_Saechsisches_Staatsarchiv.csv"$"Leipzig"$"Saechsisches"$"2"
"01_Leipzig_Stadtbibliothek.csv"$"Leipzig"$"Stadtbibliothek"$"4"
"01_Leipzig_Stadtgeschichtliches_Museum.csv"$"Leipzig"$"Stadtgeschichtliches"$"1"
"01_Leipzig_UB.csv"$"Leipzig"$"UB"$"4891"
"01_Loccum_Bibliothek_Kloster_Loccum.csv"$"Loccum"$"Bibliothek"$"22"
"01_London_InstGermStudies.csv"$"London"$"InstGermStudies"$"23"
"01_Los_Angeles_J_Paul_Getty_Museum_Getty_Museum.csv"$"Los"$"Angeles"$"2"
"01_Luebeck_Stadtbibliothek.csv"$"Luebeck"$"Stadtbibliothek"$"2025"
"01_Luebeck_Stadtbibliothek_ERG_01.csv"$"Luebeck"$"Stadtbibliothek"$"75"
"01_Lueneburg_Ratsbibliothek.csv"$"Lueneburg"$"Ratsbibliothek"$"289"
"01_Luxemburg_Archives_nationales.csv"$"Luxemburg"$"Archives"$"723"
"01_Luxemburg_BNL.csv"$"Luxemburg"$"BNL"$"245"
"01_Luxemburg_DioezesanA.csv"$"Luxemburg"$"DioezesanA"$"12"
"01_Luxemburg_Grand_Seminaire.csv"$"Luxemburg"$"Grand"$"13"
"01_Luxemburg_Institut_grand_ducal.csv"$"Luxemburg"$"Institut"$"1"
"01_Mainz_Domchor.csv"$"Mainz"$"Domchor"$"1"
"01_Mainz_Dom_und_Dioezesanarchiv.csv"$"Mainz"$"Dom"$"11"
"01_Mainz_Dom_und_Dioezesanmuseum.csv"$"Mainz"$"Dom"$"14"
"01_Mainz_Gutenbergmuseum.csv"$"Mainz"$"Gutenbergmuseum"$"19"
"01_Mainz_Martinusbibliothek.csv"$"Mainz"$"Martinusbibliothek"$"57"
"01_Mainz_Stadtarchiv.csv"$"Mainz"$"Stadtarchiv"$"90"
"01_Mainz_Stadtbibliothek.csv"$"Mainz"$"Stadtbibliothek"$"1191"
"01_Mainz_UB.csv"$"Mainz"$"UB"$"3"
"01_Mannheim_UB.csv"$"Mannheim"$"UB"$"2"
"01_Marburg_Hessisches_Staatsarchiv.csv"$"Marburg"$"Hessisches"$"32"
"01_Marburg_Hessisches_Staatsarchiv_ERG_01.csv"$"Marburg"$"Hessisches"$"7"
"01_Marburg_UB.csv"$"Marburg"$"UB"$"128"
"01_Meissen_Stadtarchiv.csv"$"Meissen"$"Stadtarchiv"$"34"
"01_Merseburg_Kulturhistorisches_Museum.csv"$"Merseburg"$"Kulturhistorisches"$"1"
"01_Moskau_RGADA.csv"$"Moskau"$"RGADA"$"1"
"01_Moskau_Russische_Staatsbibliothek_ERG_01.csv"$"Moskau"$"Russische"$"5"
"01_Moskau_Russische_Staatsbibliothek_ohne-kyrillSign.csv"$"Moskau"$"Russische"$"1"
"01_Moskau_Russische_Staatsbibliothek_russAltSign.csv"$"Moskau"$"Russische"$"174"
"01_Muehlhausen_Stadtarchiv.csv"$"Muehlhausen"$"Stadtarchiv"$"44"
"01_Muenchen_Bayerisches_Hauptstaatsarchiv.csv"$"Muenchen"$"Bayerisches"$"92"
"01_Muenchen_BSB_1.csv"$"Muenchen"$"BSB"$"10437"
"01_Muenchen_BSB_2.csv"$"Muenchen"$"BSB"$"10021"
"01_Muenchen_BSB_3.csv"$"Muenchen"$"BSB"$"9999"
"01_Muenchen_BSB_4.csv"$"Muenchen"$"BSB"$"10020"
"01_Muenchen_BSB_5.csv"$"Muenchen"$"BSB"$"6694"
"01_Muenchen_BSB_6.csv"$"Muenchen"$"BSB"$"2224"
"01_Muenchen_BSB_ERG_01.csv"$"Muenchen"$"BSB"$"5"
"01_Muenchen_BSB_ERG_02.csv"$"Muenchen"$"BSB"$"1"
"01_Muenchen_BSB_ERG_03.csv"$"Muenchen"$"BSB"$"1"
"01_Muenchen_Jesuiten_Deutsche_Provinz_(2004-2021)_Archiv.csv"$"Muenchen"$"Jesuiten"$"1"
"01_Muenchen_Katholische_Kirche_Erzdioezese_Archiv.csv"$"Muenchen"$"Katholische"$"15"
"01_Muenchen_Kloster_Sankt_Anna.csv"$"Muenchen"$"Kloster"$"13"
"01_Muenchen_UB.csv"$"Muenchen"$"UB"$"656"
"01_Muenster_UB.csv"$"Muenster"$"UB"$"89"
"01_Naumburg_Domstiftsbibliothek.csv"$"Naumburg"$"Domstiftsbibliothek"$"38"
"01_Naumburg_Landesschule_Pforta.csv"$"Naumburg"$"Landesschule"$"32"
"01_Neuburg_a_d_Donau_Staatliche_Bibliothek.csv"$"Neuburg"$"a"$"2"
"01_Neustadt_a_d_Aisch_Kirchenbibliothek.csv"$"Neustadt"$"a"$"2"
"01_New_Haven_Yale_Beinecke_Library.csv"$"New"$"Haven"$"75"
"01_New_Haven_Yale_Center_for_British_Art.csv"$"New"$"Haven"$"1"
"01_New_York_Morgan_Library.csv"$"New"$"York"$"4"
"01_Nuernberg_GNM_Bibliothek.csv"$"Nuernberg"$"GNM"$"662"
"01_Nuernberg_GNM_Graphische_Sammlung.csv"$"Nuernberg"$"GNM"$"7"
"01_Nuernberg_GNM_Historisches_Archiv.csv"$"Nuernberg"$"GNM"$"8"
"01_Nuernberg_Stadtbibliothek.csv"$"Nuernberg"$"Stadtbibliothek"$"819"
"01_Oldenburg_Landesbibliothek.csv"$"Oldenburg"$"Landesbibliothek"$"146"
"01_Oldenburg_Niedersaechsisches_Landesarchiv.csv"$"Oldenburg"$"Niedersaechsisches"$"224"
"01_Osnabrueck_Dioezesanarchiv.csv"$"Osnabrueck"$"Dioezesanarchiv"$"142"
"01_Osnabrueck_Dioezesanmuseum.csv"$"Osnabrueck"$"Dioezesanmuseum"$"5"
"01_Osnabrueck_Gymnasium_Carolinum.csv"$"Osnabrueck"$"Gymnasium"$"51"
"01_Osnabrueck_Kulturgeschichtliches_Museum.csv"$"Osnabrueck"$"Kulturgeschichtliches"$"2"
"01_Osnabrueck_Niedersaechsisches_Landesarchiv.csv"$"Osnabrueck"$"Niedersaechsisches"$"36"
"01_Ottobeuren_Kloster_Bibliothek.csv"$"Ottobeuren"$"Kloster"$"100"
"01_Oxford_Bodleian_Library.csv"$"Oxford"$"Bodleian"$"1"
"01_Paderborn_Erzbischoefliche_Akademische_Bibliothek.csv"$"Paderborn"$"Erzbischoefliche"$"151"
"01_Pannonhalma_Zentralbibliothek_Benediktiner.csv"$"Pannonhalma"$"Zentralbibliothek"$"3"
"01_Papa_Bibliothek_Reformierten_Kirchendistrikts.csv"$"Papa"$"Bibliothek"$"1"
"01_Paris_BNF.csv"$"Paris"$"BNF"$"2"
"01_Passau_Archiv_des_Bistums.csv"$"Passau"$"Archiv"$"1"
"01_Passau_Staatliche_Bibliothek.csv"$"Passau"$"Staatliche"$"330"
"01_Passau_Staatliche_Bibliothek_ERG_01.csv"$"Passau"$"Staatliche"$"1"
"01_Passau_Staatliche_Bibliothek_ERG_02.csv"$"Passau"$"Staatliche"$"9"
"01_Passau_Staatliche_Bibliothek_ERG_03.csv"$"Passau"$"Staatliche"$"310"
"01_Pecs_Dioezesanbibliothek.csv"$"Pecs"$"Dioezesanbibliothek"$"1"
"01_Perleberg_Superintendentur.csv"$"Perleberg"$"Superintendentur"$"1"
"01_Prag_Nationalmuseum.csv"$"Prag"$"Nationalmuseum"$"1"
"01_Quedlinburg_Domschatz.csv"$"Quedlinburg"$"Domschatz"$"4"
"01_Quedlinburg_Domschatz_ERG_01.csv"$"Quedlinburg"$"Domschatz"$"3"
"01_Quedlinburg_Gamnasialbibliothek.csv"$"Quedlinburg"$"Gamnasialbibliothek"$"3"
"01_Quedlinburg_Kirchenbibliothek_Sankt_Nikolai.csv"$"Quedlinburg"$"Kirchenbibliothek"$"2"
"01_Regensburg_Staatliche_Bibliothek.csv"$"Regensburg"$"Staatliche"$"14"
"01_Regensburg_Stadtarchiv.csv"$"Regensburg"$"Stadtarchiv"$"2"
"01_Rochlitz_Schloss.csv"$"Rochlitz"$"Schloss"$"1"
"01_Rostock_UB.csv"$"Rostock"$"UB"$"421"
"01_Salzburg_Salzburger_Landesarchiv.csv"$"Salzburg"$"Salzburger"$"6"
"01_Salzburg_UB.csv"$"Salzburg"$"UB"$"14"
"01_Salzwedel_Kirchenbibliothek.csv"$"Salzwedel"$"Kirchenbibliothek"$"1"
"01_Schleusingen_GymnasialBibliothek.csv"$"Schleusingen"$"GymnasialBibliothek"$"14"
"01_Schwabach_Kapitelsbib.csv"$"Schwabach"$"Kapitelsbib"$"23"
"01_Soest_Stadtbibliothek.csv"$"Soest"$"Stadtbibliothek"$"472"
"01_Speyer_Bistumsarchiv.csv"$"Speyer"$"Bistumsarchiv"$"3"
"01_Speyer_Landesbibliothek.csv"$"Speyer"$"Landesbibliothek"$"15"
"01_Speyer_Stadtarchiv.csv"$"Speyer"$"Stadtarchiv"$"14"
"01_Steinamanger_Dioezesanbibliothek.csv"$"Steinamanger"$"Dioezesanbibliothek"$"1"
"01_Stockholm_Kungliga_Bib.csv"$"Stockholm"$"Kungliga"$"1"
"01_Stralsund_Stadtarchiv.csv"$"Stralsund"$"Stadtarchiv"$"55"
"01_Stralsund_Stralsund_Museum.csv"$"Stralsund"$"Stralsund"$"1"
"01_Stuttgart_Hauptstaatsarchiv.csv"$"Stuttgart"$"Hauptstaatsarchiv"$"476"
"01_Stuttgart_LB.csv"$"Stuttgart"$"LB"$"3093"
"01_Trier_Stadtbibliothek.csv"$"Trier"$"Stadtbibliothek"$"266"
"01_Tuebingen_UB.csv"$"Tuebingen"$"UB"$"446"
"01_Ulm_Haus_der_Stadtgeschichte_Stadtarchiv.csv"$"Ulm"$"Haus"$"3"
"01_Ulm_Stadtbibliothek.csv"$"Ulm"$"Stadtbibliothek"$"15"
"01_Vatikanstadt_Archivio_Segreto_Vaticano.csv"$"Vatikanstadt"$"Archivio"$"1"
"01_Vatikanstadt_Biblioteca_Apostolica_Vaticana.csv"$"Vatikanstadt"$"Biblioteca"$"1"
"01_Villingen-Schwenningen_Stadtarchiv.csv"$"Villingen-Schwenningen"$"Stadtarchiv"$"22"
"01_Washington_Library_Congress.csv"$"Washington"$"Library"$"2"
"01_Weimar_HAAB.csv"$"Weimar"$"HAAB"$"489"
"01_Wien_Nationalbibliothek.csv"$"Wien"$"Nationalbibliothek"$"1"
"01_Windsheim_Bad_Stadtbibliothek.csv"$"Windsheim"$"Bad"$"137"
"01_Wittenberg_Lutherhalle.csv"$"Wittenberg"$"Lutherhalle"$"10"
"01_Wittenberg_Reformationsgeschichtliche_Forschungsbibliothek.csv"$"Wittenberg"$"Reformationsgeschichtliche"$"12"
"01_Wolfenbuettel_HAB.csv"$"Wolfenbuettel"$"HAB"$"10118"
"01_Wolfenbuettel_Landeskirchliches_Archiv.csv"$"Wolfenbuettel"$"Landeskirchliches"$"1"
"01_Wolfenbuettel_Niedersaechsisches_Landesarchiv.csv"$"Wolfenbuettel"$"Niedersaechsisches"$"146"
"01_Wolfenbuettel_Niedersaechsisches_Landesarchiv_ERG_01.csv"$"Wolfenbuettel"$"Niedersaechsisches"$"142"
"01_Worms_Stadtarchiv.csv"$"Worms"$"Stadtarchiv"$"16"
"01_Worms_Stadtbibliothek.csv"$"Worms"$"Stadtbibliothek"$"4"
"01_Wuerzburg_UB.csv"$"Wuerzburg"$"UB"$"1341"
"01_Zeitz_Stiftsbibliothek.csv"$"Zeitz"$"Stiftsbibliothek"$"9"
"01_Zerbst_Francisceumsbibliothek.csv"$"Zerbst"$"Francisceumsbibliothek"$"10"
"01_Zittau_Christian-Weise-Bibliothek.csv"$"Zittau"$"Christian-Weise-Bibliothek"$"14"
"01_Zwickau_Ratsschulbibliothek.csv"$"Zwickau"$"Ratsschulbibliothek"$"79"



$$$=SUMME(D2:D288)
