"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Cgm 8740(4"$"Codex germanicus monacensis  8740(4"$"Cod.germ.mon. 8740(4"$"Cod. germ. monac. 8740(4"$"Cgm 8740-4"$"Cgm 8740, 4"$"Cgm 8740/4"$"Cgm 8740(IV"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Cgm 8740(5"$"Codex germanicus monacensis  8740(5"$"Cod.germ.mon. 8740(5"$"Cod. germ. monac. 8740(5"$"Cgm 8740-5"$"Cgm 8740, 5"$"Cgm 8740/5"$"Cgm 8740(V"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Cgm 8741"$"Codex germanicus monacensis  8741"$"Cod.germ.mon. 8741"$"Cod. germ. monac. 8741"$"cgm 8741"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Cgm 8742"$"Codex germanicus monacensis  8742"$"Cod.germ.mon. 8742"$"Cod. germ. monac. 8742"$"cgm 8742"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Cgm 8743"$"Codex germanicus monacensis  8743"$"Cod.germ.mon. 8743"$"Cod. germ. monac. 8743"$"cgm 8743"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Cgm 8744"$"Codex germanicus monacensis  8744"$"Cod.germ.mon. 8744"$"Cod. germ. monac. 8744"$"cgm 8744"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Cgm 8745"$"Codex germanicus monacensis  8745"$"Cod.germ.mon. 8745"$"Cod. germ. monac. 8745"$"cgm 8745"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Cgm 8746"$"Codex germanicus monacensis  8746"$"Cod.germ.mon. 8746"$"Cod. germ. monac. 8746"$"cgm 8746"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Cgm 8747"$"Codex germanicus monacensis  8747"$"Cod.germ.mon. 8747"$"Cod. germ. monac. 8747"$"cgm 8747"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Cgm 8748"$"Codex germanicus monacensis  8748"$"Cod.germ.mon. 8748"$"Cod. germ. monac. 8748"$"cgm 8748"
