"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26031"$"Codex latinus monacensis  26031"$"Cod.lat.mon. 26031"$"Cod. lat. monac. 26031"$"clm 26031"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26033"$"Codex latinus monacensis  26033"$"Cod.lat.mon. 26033"$"Cod. lat. monac. 26033"$"clm 26033"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26034"$"Codex latinus monacensis  26034"$"Cod.lat.mon. 26034"$"Cod. lat. monac. 26034"$"clm 26034"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26037"$"Codex latinus monacensis  26037"$"Cod.lat.mon. 26037"$"Cod. lat. monac. 26037"$"clm 26037"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26038"$"Codex latinus monacensis  26038"$"Cod.lat.mon. 26038"$"Cod. lat. monac. 26038"$"clm 26038"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26039"$"Codex latinus monacensis  26039"$"Cod.lat.mon. 26039"$"Cod. lat. monac. 26039"$"clm 26039"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 2604"$"Codex latinus monacensis  2604"$"Cod.lat.mon. 2604"$"Cod. lat. monac. 2604"$"clm 2604"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26040"$"Codex latinus monacensis  26040"$"Cod.lat.mon. 26040"$"Cod. lat. monac. 26040"$"clm 26040"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26041"$"Codex latinus monacensis  26041"$"Cod.lat.mon. 26041"$"Cod. lat. monac. 26041"$"clm 26041"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 2605"$"Codex latinus monacensis  2605"$"Cod.lat.mon. 2605"$"Cod. lat. monac. 2605"$"clm 2605"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26051"$"Codex latinus monacensis  26051"$"Cod.lat.mon. 26051"$"Cod. lat. monac. 26051"$"clm 26051"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26052"$"Codex latinus monacensis  26052"$"Cod.lat.mon. 26052"$"Cod. lat. monac. 26052"$"clm 26052"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26053"$"Codex latinus monacensis  26053"$"Cod.lat.mon. 26053"$"Cod. lat. monac. 26053"$"clm 26053"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26054"$"Codex latinus monacensis  26054"$"Cod.lat.mon. 26054"$"Cod. lat. monac. 26054"$"clm 26054"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26057"$"Codex latinus monacensis  26057"$"Cod.lat.mon. 26057"$"Cod. lat. monac. 26057"$"clm 26057"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26058"$"Codex latinus monacensis  26058"$"Cod.lat.mon. 26058"$"Cod. lat. monac. 26058"$"clm 26058"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26059"$"Codex latinus monacensis  26059"$"Cod.lat.mon. 26059"$"Cod. lat. monac. 26059"$"clm 26059"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 2606"$"Codex latinus monacensis  2606"$"Cod.lat.mon. 2606"$"Cod. lat. monac. 2606"$"clm 2606"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26060"$"Codex latinus monacensis  26060"$"Cod.lat.mon. 26060"$"Cod. lat. monac. 26060"$"clm 26060"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26061"$"Codex latinus monacensis  26061"$"Cod.lat.mon. 26061"$"Cod. lat. monac. 26061"$"clm 26061"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26062"$"Codex latinus monacensis  26062"$"Cod.lat.mon. 26062"$"Cod. lat. monac. 26062"$"clm 26062"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26063"$"Codex latinus monacensis  26063"$"Cod.lat.mon. 26063"$"Cod. lat. monac. 26063"$"clm 26063"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 2607"$"Codex latinus monacensis  2607"$"Cod.lat.mon. 2607"$"Cod. lat. monac. 2607"$"clm 2607"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26070"$"Codex latinus monacensis  26070"$"Cod.lat.mon. 26070"$"Cod. lat. monac. 26070"$"clm 26070"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26071"$"Codex latinus monacensis  26071"$"Cod.lat.mon. 26071"$"Cod. lat. monac. 26071"$"clm 26071"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26072"$"Codex latinus monacensis  26072"$"Cod.lat.mon. 26072"$"Cod. lat. monac. 26072"$"clm 26072"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26073"$"Codex latinus monacensis  26073"$"Cod.lat.mon. 26073"$"Cod. lat. monac. 26073"$"clm 26073"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 2608"$"Codex latinus monacensis  2608"$"Cod.lat.mon. 2608"$"Cod. lat. monac. 2608"$"clm 2608"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 26081"$"Codex latinus monacensis  26081"$"Cod.lat.mon. 26081"$"Cod. lat. monac. 26081"$"clm 26081"
