"1"$"Cod.hebr. 1"$"https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00103756/manifest"$"https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb00103756-9"$"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00103756_00003/full/280,/0/default.jpg"$"Komplett"$"Reproduktion"$"Graustufen"$"Einzelseite"$"2015"$"2023"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"
"2"$"Cod.hebr. 10"$"https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00103761/manifest"$"https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb00103761-7"$"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00103761_00003/full/280,/0/default.jpg"$"Komplett"$"Reproduktion"$"Graustufen"$"Einzelseite"$"2015"$"2022"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"
"3"$"Cod.hebr. 100"$"https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00036332/manifest"$"https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb00036332-1"$"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00036332_00003/full/280,/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"2009"$""$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"
"4"$"Cod.hebr. 101"$"https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00107559/manifest"$"https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb00107559-9"$"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00107559_00003/full/280,/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"2016"$"2022"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"
"5"$"Cod.hebr. 103"$"https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00103792/manifest"$"https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb00103792-4"$"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00103792_00003/full/280,/0/default.jpg"$"Komplett"$"Reproduktion"$"Graustufen"$"Einzelseite"$"2015"$"2022"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"
"6"$"Cod.hebr. 106"$"https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00095513/manifest"$"https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb00095513-0"$"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00095513_00003/full/280,/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"2015"$"2022"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"
"7"$"Cod.hebr. 107"$"https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00034081/manifest"$"https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb00034081-7"$"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00034081_00003/full/280,/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"2009"$""$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"
"8"$"Cod.hebr. 108"$"https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00095514/manifest"$"https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb00095514-5"$"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00095514_00003/full/280,/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"2015"$"2022"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"
"9"$"Cod.hebr. 109"$"https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00103794/manifest"$"https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb00103794-5"$"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00103794_00003/full/280,/0/default.jpg"$"Komplett"$"Reproduktion"$"Graustufen"$"Einzelseite"$"2015"$"2022"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"
"10"$"Cod.hebr. 11"$"https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00103762/manifest"$"https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb00103762-2"$"https://api.digitale-sammlungen.de/iiif/image/v2/bsb00103762_00003/full/280,/0/default.jpg"$"Komplett"$"Reproduktion"$"Graustufen"$"Einzelseite"$"2015"$"2022"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"$"Bayerische Staatsbibliothek"$"https://d-nb.info/gnd/2031351-2"$"München"$"https://d-nb.info/gnd/4127793-4"
