"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 1 : 1"$"2 Cod. Ms. hist. 1"$"2o Hist. 1 I"$"2° Hist. 1 I"$"2° Hist. 1 I"$"2° Hist. 1"$"2° Hist. 1"$"Hist. 1 I"$"Histor. 1 I"$"Hist. 1"$"Histor. 1"$"2° Cod. Ms. hist. 1"$"2° Cod. Ms. hist. 1 I"$"2° Cod. Ms. hist. 1 : 1"$"Hist. 1, Bd. 1"$"Histor. 1, Bd. 1"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 1 : 10"$"2 Cod. Ms. hist. 1"$"2o Hist. 1 X"$"2° Hist. 1 X"$"2° Hist. 1 X"$"2° Hist. 1"$"2° Hist. 1"$"Hist. 1 X"$"Histor. 1 X"$"Hist. 1"$"Histor. 1"$"2° Cod. Ms. hist. 1"$"2° Cod. Ms. hist. 1 X"$"2° Cod. Ms. hist. 1 : 10"$"Hist. 1, Bd. 10"$"Histor. 1, Bd. 10"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 1 : 11"$"2 Cod. Ms. hist. 1"$"2o Hist. 1 XI"$"2° Hist. 1 XI"$"2° Hist. 1 XI"$"2° Hist. 1"$"2° Hist. 1"$"Hist. 1 XI"$"Histor. 1 XI"$"Hist. 1"$"Histor. 1"$"2° Cod. Ms. hist. 1"$"2° Cod. Ms. hist. 1 XI"$"2° Cod. Ms. hist. 1 : 11"$"Hist. 1, Bd. 11"$"Histor. 1, Bd. 11"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 1 : 12"$"2 Cod. Ms. hist. 1"$"2o Hist. 1 XII"$"2° Hist. 1 XII"$"2° Hist. 1 XII"$"2° Hist. 1"$"2° Hist. 1"$"Hist. 1 XII"$"Histor. 1 XII"$"Hist. 1"$"Histor. 1"$"2° Cod. Ms. hist. 1"$"2° Cod. Ms. hist. 1 XII"$"2° Cod. Ms. hist. 1 : 12"$"Hist. 1, Bd. 12"$"Histor. 1, Bd. 12"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 1 : 13"$"2 Cod. Ms. hist. 1"$"2o Hist. 1 XIII"$"2° Hist. 1 XIII"$"2° Hist. 1 XIII"$"2° Hist. 1"$"2° Hist. 1"$"Hist. 1 XIII"$"Histor. 1 XIII"$"Hist. 1"$"Histor. 1"$"2° Cod. Ms. hist. 1"$"2° Cod. Ms. hist. 1 XIII"$"2° Cod. Ms. hist. 1 : 13"$"Hist. 1, Bd. 13"$"Histor. 1, Bd. 13"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 1 : 14"$"2 Cod. Ms. hist. 1"$"2o Hist. 1 XIV"$"2° Hist. 1 XIV"$"2° Hist. 1 XIV"$"2° Hist. 1"$"2° Hist. 1"$"Hist. 1 XIV"$"Histor. 1 XIV"$"Hist. 1"$"Histor. 1"$"2° Cod. Ms. hist. 1"$"2° Cod. Ms. hist. 1 XIV"$"2° Cod. Ms. hist. 1 : 14"$"Hist. 1, Bd. 14"$"Histor. 1, Bd. 14"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 1 : 15"$"2 Cod. Ms. hist. 1"$"2o Hist. 1 XV"$"2° Hist. 1 XV"$"2° Hist. 1 XV"$"2° Hist. 1"$"2° Hist. 1"$"Hist. 1 XV"$"Histor. 1 XV"$"Hist. 1"$"Histor. 1"$"2° Cod. Ms. hist. 1"$"2° Cod. Ms. hist. 1 XV"$"2° Cod. Ms. hist. 1 : 15"$"Hist. 1, Bd. 15"$"Histor. 1, Bd. 15"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 1 : 16"$"2 Cod. Ms. hist. 1"$"2o Hist. 1 XVI"$"2° Hist. 1 XVI"$"2° Hist. 1 XVI"$"2° Hist. 1"$"2° Hist. 1"$"Hist. 1 XVI"$"Histor. 1 XVI"$"Hist. 1"$"Histor. 1"$"2° Cod. Ms. hist. 1"$"2° Cod. Ms. hist. 1 XVI"$"2° Cod. Ms. hist. 1 : 16"$"Hist. 1, Bd. 16"$"Histor. 1, Bd. 16"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 1 : 17"$"2 Cod. Ms. hist. 1"$"2o Hist. 1 XVII"$"2° Hist. 1 XVII"$"2° Hist. 1 XVII"$"2° Hist. 1"$"2° Hist. 1"$"Hist. 1 XVII"$"Histor. 1 XVII"$"Hist. 1"$"Histor. 1"$"2° Cod. Ms. hist. 1"$"2° Cod. Ms. hist. 1 XVII"$"2° Cod. Ms. hist. 1 : 17"$"Hist. 1, Bd. 17"$"Histor. 1, Bd. 17"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 1 : 18"$"2 Cod. Ms. hist. 1"$"2o Hist. 1 XVIII"$"2° Hist. 1 XVIII"$"2° Hist. 1 XVIII"$"2° Hist. 1"$"2° Hist. 1"$"Hist. 1 XVIII"$"Histor. 1 XVIII"$"Hist. 1"$"Histor. 1"$"2° Cod. Ms. hist. 1"$"2° Cod. Ms. hist. 1 XVIII"$"2° Cod. Ms. hist. 1 : 18"$"Hist. 1, Bd. 18"$"Histor. 1, Bd. 18"
