"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 24 f"$"2o Hist. 24f"$"2° Hist. 24f"$"2º Hist. 24f"$"Hist. 24f"$"2° Cod. Ms. hist. 24f"$"2° Cod. Ms. hist. 24 f"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 25 n"$"2o Hist. 25n"$"2° Hist. 25n"$"2º Hist. 25n"$"Hist. 25n"$"2° Cod. Ms. hist. 25n"$"2° Cod. Ms. hist. 25 n"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 46"$"goe-sub-hist-46"$"goe_sub_hist-046"$"2o Hist. 46"$"2° Hist. 46"$"2º Hist. 46"$"Hist. 46"$"2° Cod. Ms. hist. 46"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 740 Cim."$"2o Hist. 740"$"2° Hist. 740"$"2º Hist. 740"$"Hist. 740"$"2° Cod. Ms. hist. 740"$"2° Cod. Ms. hist. 740 Cim."$"2° Cod. Ms. hist. 740"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 76 h"$"2o Hist. 76h"$"2° Hist. 76h"$"2º Hist. 76h"$"Hist. 76h"$"2° Cod. Ms. hist. 76h"$"2° Cod. Ms. hist. 76 h"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. 98"$"2o Hist. 98"$"2° Hist. 98"$"2º Hist. 98"$"Hist. 98"$"2° Cod. Ms. hist. 98"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. hist. lit. 123 Cim."$"2o Hist. lit. 123"$"2° Hist. lit. 123"$"2º Hist. lit. 123"$"Hist. lit. 123"$"2° Cod. Ms. hist. lit. 123 Cim."$"2 Cod. Ms. hist. lit. 123"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. jurid. 139 b"$"goe-sub-jurid-139b"$"goe_sub_jurid-139b"$"2o Jurid. 139b"$"2° Jurid. 139b"$"2º Jurid. 139b"$"Jurid. 139b"$"2° Cod. Ms. jurid. 139b"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. jurid. 152"$"goe-sub-jurid-152"$"goe_sub_jurid-152"$"2o Jurid. 152"$"2° Jurid. 152"$"2º Jurid. 152"$"Jurid. 152"$"2° Cod. Ms. jurid. 152"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. jurid. 153"$"goe-sub-jurid-153"$"goe_sub_jurid-153"$"2o Jurid. 153"$"2° Jurid. 153"$"2º Jurid. 153"$"Jurid. 153"$"2° Cod. Ms. jurid. 153"
"Göttingen"$"4021477-1"$"Niedersächsische Staats- und Universitätsbibliothek Göttingen"$"2020450-4"$"2 Cod. Ms. jurid. 156 Cim."$"goe-sub-jurid-156-cim"$"goe_sub_jurid-156"$"2o Jurid. 156"$"2° Jurid. 156"$"2º Jurid. 156"$"Jurid. 156"$"2° Cod. Ms. jurid. 156 Cim."$"2° Cod. Ms. jurid. 156"
