"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"A.D. 1"$"Gymnasialbibliothek Speyer, A.D. 4"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"A.D. 2"$"Gymnasialbibliothek Speyer, A.D. 2"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"A.D. 3"$"Gymnasialbibliothek Speyer, A.D. 3"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"A.D. 4"$"Gymnasialbibliothek Speyer, A.D. 4"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"A.D. 18"$"Gymnasialbibliothek Speyer, A.D. 4"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"A.D. 25"$"Gymnasialbibliothek Speyer, A.D. 25"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"Hs. 1"$"Inv.-Nr. 1987.1797"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"Hs. 2"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"Hs. 3"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"Hs. 5"$"Inv.-Nr. 1984.1011"$"Inv.-Nr.1984.1011"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"Hs. 6"$"Inv.-Nr. 1987.1797"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"Hs. 7"$"Inv.-Nr. 1987.1798"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"Hs. 8"$"Inv.-Nr. 1989.841"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"Hs. 9"$"Inv.-Nr. G 1998.756"
"Speyer"$"4056179-3"$"Pfälzische Landesbibliothek"$"37777-6"$"Hs. 11"
