"Neustadt a. d. Aisch"$"4041928-9"$"Kirchenbibliothek Neustadt a. d. Aisch"$"7541859-9"$"Ms. 144"
"Neustadt a. d. Aisch"$"4041928-9"$"Kirchenbibliothek Neustadt a. d. Aisch"$"7541859-9"$"Ms. 172"
