"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 19"$"Ms. 19"$"19"$"XIX"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 20"$"Ms. 20"$"20"$"XX"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 23"$"Ms. 23"$"23"$"XXIII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 25"$"Ms. 25"$"25"$"XXV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 29"$"Ms. 29"$"29"$"XXIX"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 30"$"Ms. 30"$"30"$"XXX"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 34"$"Ms. 34"$"34"$"XXXIV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 35"$"Ms. 35"$"35"$"XXXV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 36"$"Ms. 36"$"36"$"XXXVI"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 42"$"Ms. 42"$"42"$"XLII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 43"$"Ms. 43"$"43"$"XLIII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 44"$"Ms. 44"$"44"$"XLIV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 52"$"Ms. 52"$"52"$"LII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 59"$"Ms. 59"$"59"$"LIX"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 62"$"Ms. 62"$"62"$"LXII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 75"$"Ms. 75"$"75"$"LXXV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 1"$"Ms. 1"$"1"$"I"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 2"$"Ms. 2"$"2"$"II"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 3"$"Ms. 3"$"3"$"III"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 4"$"Ms. 4"$"4"$"IV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 5"$"Ms. 5"$"5"$"V"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 6"$"Ms. 6"$"6"$"VI"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 7"$"Ms. 7"$"7"$"VII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 8"$"Ms. 8"$"8"$"VIII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 9"$"Ms. 9"$"9"$"IX"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 10"$"Ms. 10"$"10"$"X"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 11"$"Ms. 11"$"11"$"XI"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 12"$"Ms. 12"$"12"$"XII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 13"$"Ms. 13"$"13"$"XIII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 14"$"Ms. 14"$"14"$"XIV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 14 a"$"Mscr 14 A"$"Mscr 14A"$"Mscr 14a"$"Ms. 14a"$"Ms. 14 a"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 15"$"Ms. 15"$"15"$"XV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 16"$"Ms. 16"$"16"$"XVI"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 17"$"Ms. 17"$"17"$"XVII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 18"$"Ms. 18"$"18"$"XVIII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 21"$"Ms. 21"$"21"$"XXI"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 22"$"Ms. 22"$"22"$"XXII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 24"$"Ms. 24"$"24"$"XXIV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 26"$"Ms. 26"$"26"$"XXVI"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 27"$"Ms. 27"$"27"$"XXVII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 28"$"Ms. 28"$"28"$"XXVIII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 31"$"Ms. 31"$"31"$"XXXI"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 32"$"Ms. 32"$"32"$"XXXII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 33"$"Ms. 33"$"33"$"XXXIII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 37"$"Ms. 37"$"37"$"XXXVII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 38"$"Ms. 38"$"38"$"XXXVIII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 39"$"Ms. 39"$"39"$"XXXIX"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 40"$"Ms. 40"$"40"$"XL"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 41"$"Ms. 41"$"41"$"XLI"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 45"$"Ms. 45"$"45"$"XLV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 46"$"Ms. 46"$"46"$"XLVI"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 47"$"Ms. 47"$"47"$"XLVII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 48"$"Ms. 48"$"48"$"XLVIII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 49"$"Ms. 49"$"49"$"XLIX"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 50"$"Ms. 50"$"50"$"L"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 51"$"Ms. 51"$"51"$"LI"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 53"$"Ms. 53"$"53"$"LIII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 54"$"Ms. 54"$"54"$"LIV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 55"$"Ms. 55"$"55"$"LV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 56"$"Ms. 56"$"56"$"LVI"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 57"$"Ms. 57"$"57"$"LVII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 58"$"Ms. 58"$"58"$"LVIII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"zu Mscr 59"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 60"$"Ms. 60"$"60"$"LX"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 61"$"Ms. 61"$"61"$"LXI"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 63"$"Ms. 63"$"63"$"LXIII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 64"$"Ms. 64"$"64"$"LXIV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 65"$"Ms. 65"$"65"$"LXV"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 66"$"Ms. 66"$"66"$"LXVI"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 67"$"Ms. 67"$"67"$"LXVII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 68"$"Ms. 68"$"68"$"LXVIII"
"Braunschweig"$"4008065-1"$"Stadtbibliothek Braunschweig"$"90861-7"$"Mscr 69"$"Ms. 69"$"69"$"LXIX"
