"Harburg (Schwaben)"$"4023414-9"$"Fürstlich-Oettingen-Wallersteinsche Bibliothek Schloß Harburg"$"1001526-7"$"Cod. II.1.8º 23"$"Cod. II. 1. oct. 23"$"Cod. II.1.8° 23"$"II.1.8° 23"$"II.1.8o 23"$"Cod. II.1.8o 23"$"Cod.II.1. oct. 23"$"Cod II.1.8o 23"$"Cod. II.1.8.23"$"Cod. II.1. oct. 23"$"II.1.8.23"$"II.1. oct. 23"$"Cod. II.1.8. 23"$"Cod. II.1.8ᵒ 23"
"Harburg (Schwaben)"$"4023414-9"$"Fürstlich-Oettingen-Wallersteinsche Bibliothek Schloß Harburg"$"1001526-7"$"Cod. II.1.4º 14"$"Cod. II. 1. quart. 14"$"Cod. II. 1. quart 14"$"Cod. II.1.4° 14"$"II.1.4° 14"$"II.1.4o 14"$"Cod. II.1.4o 14"$"Cod.II.1.4o 14"$"Cod.II.1. quart. 14"$"Cod. II. 1. qu. 14"$"Cod II.1.4o 14"$"Cod. II.1.4.14"$"Cod.II.1.4.14"$"Cod. II.1. quart. 14"$"II.1.4.14"$"II.1. quart. 14"$"Cod. II.1.4. 14"$"Cod. II.1.4ᵒ 14"
