"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 249"$"I, 249"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 250"$"I, 250"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 251"$"I, 251"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 252"$"I, 252"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 253"$"I, 253"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 254"$"I, 254"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 255"$"I, 255"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 256"$"I, 256"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 257"$"I, 257"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 258"$"I, 258"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 259"$"I, 259"
"Leipzig"$"4035206-7"$"Deutsche Nationalbibliothek Leipzig, Deutsches Buch- und Schriftmuseum"$"2008945-4"$"Klemm-Sammlung, I, 260"$"I, 260"
