"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 21 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 21"$"Cod.mag.21"$"Cod mag 21"$"Codmag21"$"cod. mag. 21"$"cod.mag.21"$"cod mag 21"$"codmag21"$"Cod. Mag. 21"$"Cod.Mag.21"$"Cod Mag 21"$"CodMag21"$"cod. Mag. 21"$"cod.Mag.21"$"cod Mag 21"$"codMag21"$"C. M. 21"$"C.M.21"$"C M 21"$"CM21"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 22 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 22"$"Cod.mag.22"$"Cod mag 22"$"Codmag22"$"cod. mag. 22"$"cod.mag.22"$"cod mag 22"$"codmag22"$"Cod. Mag. 22"$"Cod.Mag.22"$"Cod Mag 22"$"CodMag22"$"cod. Mag. 22"$"cod.Mag.22"$"cod Mag 22"$"codMag22"$"C. M. 22"$"C.M.22"$"C M 22"$"CM22"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 23 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 23"$"Cod.mag.23"$"Cod mag 23"$"Codmag23"$"cod. mag. 23"$"cod.mag.23"$"cod mag 23"$"codmag23"$"Cod. Mag. 23"$"Cod.Mag.23"$"Cod Mag 23"$"CodMag23"$"cod. Mag. 23"$"cod.Mag.23"$"cod Mag 23"$"codMag23"$"C. M. 23"$"C.M.23"$"C M 23"$"CM23"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 24 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 24"$"Cod.mag.24"$"Cod mag 24"$"Codmag24"$"cod. mag. 24"$"cod.mag.24"$"cod mag 24"$"codmag24"$"Cod. Mag. 24"$"Cod.Mag.24"$"Cod Mag 24"$"CodMag24"$"cod. Mag. 24"$"cod.Mag.24"$"cod Mag 24"$"codMag24"$"C. M. 24"$"C.M.24"$"C M 24"$"CM24"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 25 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 25"$"Cod.mag.25"$"Cod mag 25"$"Codmag25"$"cod. mag. 25"$"cod.mag.25"$"cod mag 25"$"codmag25"$"Cod. Mag. 25"$"Cod.Mag.25"$"Cod Mag 25"$"CodMag25"$"cod. Mag. 25"$"cod.Mag.25"$"cod Mag 25"$"codMag25"$"C. M. 25"$"C.M.25"$"C M 25"$"CM25"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 26 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 26"$"Cod.mag.26"$"Cod mag 26"$"Codmag26"$"cod. mag. 26"$"cod.mag.26"$"cod mag 26"$"codmag26"$"Cod. Mag. 26"$"Cod.Mag.26"$"Cod Mag 26"$"CodMag26"$"cod. Mag. 26"$"cod.Mag.26"$"cod Mag 26"$"codMag26"$"C. M. 26"$"C.M.26"$"C M 26"$"CM26"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 27 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 27"$"Cod.mag.27"$"Cod mag 27"$"Codmag27"$"cod. mag. 27"$"cod.mag.27"$"cod mag 27"$"codmag27"$"Cod. Mag. 27"$"Cod.Mag.27"$"Cod Mag 27"$"CodMag27"$"cod. Mag. 27"$"cod.Mag.27"$"cod Mag 27"$"codMag27"$"C. M. 27"$"C.M.27"$"C M 27"$"CM27"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 28 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 28"$"Cod.mag.28"$"Cod mag 28"$"Codmag28"$"cod. mag. 28"$"cod.mag.28"$"cod mag 28"$"codmag28"$"Cod. Mag. 28"$"Cod.Mag.28"$"Cod Mag 28"$"CodMag28"$"cod. Mag. 28"$"cod.Mag.28"$"cod Mag 28"$"codMag28"$"C. M. 28"$"C.M.28"$"C M 28"$"CM28"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 29 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 29"$"Cod.mag.29"$"Cod mag 29"$"Codmag29"$"cod. mag. 29"$"cod.mag.29"$"cod mag 29"$"codmag29"$"Cod. Mag. 29"$"Cod.Mag.29"$"Cod Mag 29"$"CodMag29"$"cod. Mag. 29"$"cod.Mag.29"$"cod Mag 29"$"codMag29"$"C. M. 29"$"C.M.29"$"C M 29"$"CM29"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 30 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 30"$"Cod.mag.30"$"Cod mag 30"$"Codmag30"$"cod. mag. 30"$"cod.mag.30"$"cod mag 30"$"codmag30"$"Cod. Mag. 30"$"Cod.Mag.30"$"Cod Mag 30"$"CodMag30"$"cod. Mag. 30"$"cod.Mag.30"$"cod Mag 30"$"codMag30"$"C. M. 30"$"C.M.30"$"C M 30"$"CM30"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 31 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 31"$"Cod.mag.31"$"Cod mag 31"$"Codmag31"$"cod. mag. 31"$"cod.mag.31"$"cod mag 31"$"codmag31"$"Cod. Mag. 31"$"Cod.Mag.31"$"Cod Mag 31"$"CodMag31"$"cod. Mag. 31"$"cod.Mag.31"$"cod Mag 31"$"codMag31"$"C. M. 31"$"C.M.31"$"C M 31"$"CM31"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 32 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 32"$"Cod.mag.32"$"Cod mag 32"$"Codmag32"$"cod. mag. 32"$"cod.mag.32"$"cod mag 32"$"codmag32"$"Cod. Mag. 32"$"Cod.Mag.32"$"Cod Mag 32"$"CodMag32"$"cod. Mag. 32"$"cod.Mag.32"$"cod Mag 32"$"codMag32"$"C. M. 32"$"C.M.32"$"C M 32"$"CM32"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 33 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 33"$"Cod.mag.33"$"Cod mag 33"$"Codmag33"$"cod. mag. 33"$"cod.mag.33"$"cod mag 33"$"codmag33"$"Cod. Mag. 33"$"Cod.Mag.33"$"Cod Mag 33"$"CodMag33"$"cod. Mag. 33"$"cod.Mag.33"$"cod Mag 33"$"codMag33"$"C. M. 33"$"C.M.33"$"C M 33"$"CM33"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 34 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 34"$"Cod.mag.34"$"Cod mag 34"$"Codmag34"$"cod. mag. 34"$"cod.mag.34"$"cod mag 34"$"codmag34"$"Cod. Mag. 34"$"Cod.Mag.34"$"Cod Mag 34"$"CodMag34"$"cod. Mag. 34"$"cod.Mag.34"$"cod Mag 34"$"codMag34"$"C. M. 34"$"C.M.34"$"C M 34"$"CM34"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 35 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 35"$"Cod.mag.35"$"Cod mag 35"$"Codmag35"$"cod. mag. 35"$"cod.mag.35"$"cod mag 35"$"codmag35"$"Cod. Mag. 35"$"Cod.Mag.35"$"Cod Mag 35"$"CodMag35"$"cod. Mag. 35"$"cod.Mag.35"$"cod Mag 35"$"codMag35"$"C. M. 35"$"C.M.35"$"C M 35"$"CM35"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 36 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 36"$"Cod.mag.36"$"Cod mag 36"$"Codmag36"$"cod. mag. 36"$"cod.mag.36"$"cod mag 36"$"codmag36"$"Cod. Mag. 36"$"Cod.Mag.36"$"Cod Mag 36"$"CodMag36"$"cod. Mag. 36"$"cod.Mag.36"$"cod Mag 36"$"codMag36"$"C. M. 36"$"C.M.36"$"C M 36"$"CM36"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 37 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 37"$"Cod.mag.37"$"Cod mag 37"$"Codmag37"$"cod. mag. 37"$"cod.mag.37"$"cod mag 37"$"codmag37"$"Cod. Mag. 37"$"Cod.Mag.37"$"Cod Mag 37"$"CodMag37"$"cod. Mag. 37"$"cod.Mag.37"$"cod Mag 37"$"codMag37"$"C. M. 37"$"C.M.37"$"C M 37"$"CM37"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 38 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 38"$"Cod.mag.38"$"Cod mag 38"$"Codmag38"$"cod. mag. 38"$"cod.mag.38"$"cod mag 38"$"codmag38"$"Cod. Mag. 38"$"Cod.Mag.38"$"Cod Mag 38"$"CodMag38"$"cod. Mag. 38"$"cod.Mag.38"$"cod Mag 38"$"codMag38"$"C. M. 38"$"C.M.38"$"C M 38"$"CM38"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 39 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 39"$"Cod.mag.39"$"Cod mag 39"$"Codmag39"$"cod. mag. 39"$"cod.mag.39"$"cod mag 39"$"codmag39"$"Cod. Mag. 39"$"Cod.Mag.39"$"Cod Mag 39"$"CodMag39"$"cod. Mag. 39"$"cod.Mag.39"$"cod Mag 39"$"codMag39"$"C. M. 39"$"C.M.39"$"C M 39"$"CM39"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 40 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 40"$"Cod.mag.40"$"Cod mag 40"$"Codmag40"$"cod. mag. 40"$"cod.mag.40"$"cod mag 40"$"codmag40"$"Cod. Mag. 40"$"Cod.Mag.40"$"Cod Mag 40"$"CodMag40"$"cod. Mag. 40"$"cod.Mag.40"$"cod Mag 40"$"codMag40"$"C. M. 40"$"C.M.40"$"C M 40"$"CM40"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 41 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 41"$"Cod.mag.41"$"Cod mag 41"$"Codmag41"$"cod. mag. 41"$"cod.mag.41"$"cod mag 41"$"codmag41"$"Cod. Mag. 41"$"Cod.Mag.41"$"Cod Mag 41"$"CodMag41"$"cod. Mag. 41"$"cod.Mag.41"$"cod Mag 41"$"codMag41"$"C. M. 41"$"C.M.41"$"C M 41"$"CM41"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 42 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 42"$"Cod.mag.42"$"Cod mag 42"$"Codmag42"$"cod. mag. 42"$"cod.mag.42"$"cod mag 42"$"codmag42"$"Cod. Mag. 42"$"Cod.Mag.42"$"Cod Mag 42"$"CodMag42"$"cod. Mag. 42"$"cod.Mag.42"$"cod Mag 42"$"codMag42"$"C. M. 42"$"C.M.42"$"C M 42"$"CM42"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 43 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 43"$"Cod.mag.43"$"Cod mag 43"$"Codmag43"$"cod. mag. 43"$"cod.mag.43"$"cod mag 43"$"codmag43"$"Cod. Mag. 43"$"Cod.Mag.43"$"Cod Mag 43"$"CodMag43"$"cod. Mag. 43"$"cod.Mag.43"$"cod Mag 43"$"codMag43"$"C. M. 43"$"C.M.43"$"C M 43"$"CM43"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 44 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 44"$"Cod.mag.44"$"Cod mag 44"$"Codmag44"$"cod. mag. 44"$"cod.mag.44"$"cod mag 44"$"codmag44"$"Cod. Mag. 44"$"Cod.Mag.44"$"Cod Mag 44"$"CodMag44"$"cod. Mag. 44"$"cod.Mag.44"$"cod Mag 44"$"codMag44"$"C. M. 44"$"C.M.44"$"C M 44"$"CM44"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 45 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 45"$"Cod.mag.45"$"Cod mag 45"$"Codmag45"$"cod. mag. 45"$"cod.mag.45"$"cod mag 45"$"codmag45"$"Cod. Mag. 45"$"Cod.Mag.45"$"Cod Mag 45"$"CodMag45"$"cod. Mag. 45"$"cod.Mag.45"$"cod Mag 45"$"codMag45"$"C. M. 45"$"C.M.45"$"C M 45"$"CM45"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 46 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 46"$"Cod.mag.46"$"Cod mag 46"$"Codmag46"$"cod. mag. 46"$"cod.mag.46"$"cod mag 46"$"codmag46"$"Cod. Mag. 46"$"Cod.Mag.46"$"Cod Mag 46"$"CodMag46"$"cod. Mag. 46"$"cod.Mag.46"$"cod Mag 46"$"codMag46"$"C. M. 46"$"C.M.46"$"C M 46"$"CM46"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 47 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 47"$"Cod.mag.47"$"Cod mag 47"$"Codmag47"$"cod. mag. 47"$"cod.mag.47"$"cod mag 47"$"codmag47"$"Cod. Mag. 47"$"Cod.Mag.47"$"Cod Mag 47"$"CodMag47"$"cod. Mag. 47"$"cod.Mag.47"$"cod Mag 47"$"codMag47"$"C. M. 47"$"C.M.47"$"C M 47"$"CM47"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 48 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 48"$"Cod.mag.48"$"Cod mag 48"$"Codmag48"$"cod. mag. 48"$"cod.mag.48"$"cod mag 48"$"codmag48"$"Cod. Mag. 48"$"Cod.Mag.48"$"Cod Mag 48"$"CodMag48"$"cod. Mag. 48"$"cod.Mag.48"$"cod Mag 48"$"codMag48"$"C. M. 48"$"C.M.48"$"C M 48"$"CM48"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 49 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 49"$"Cod.mag.49"$"Cod mag 49"$"Codmag49"$"cod. mag. 49"$"cod.mag.49"$"cod mag 49"$"codmag49"$"Cod. Mag. 49"$"Cod.Mag.49"$"Cod Mag 49"$"CodMag49"$"cod. Mag. 49"$"cod.Mag.49"$"cod Mag 49"$"codMag49"$"C. M. 49"$"C.M.49"$"C M 49"$"CM49"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 50 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 50"$"Cod.mag.50"$"Cod mag 50"$"Codmag50"$"cod. mag. 50"$"cod.mag.50"$"cod mag 50"$"codmag50"$"Cod. Mag. 50"$"Cod.Mag.50"$"Cod Mag 50"$"CodMag50"$"cod. Mag. 50"$"cod.Mag.50"$"cod Mag 50"$"codMag50"$"C. M. 50"$"C.M.50"$"C M 50"$"CM50"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 51 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 51"$"Cod.mag.51"$"Cod mag 51"$"Codmag51"$"cod. mag. 51"$"cod.mag.51"$"cod mag 51"$"codmag51"$"Cod. Mag. 51"$"Cod.Mag.51"$"Cod Mag 51"$"CodMag51"$"cod. Mag. 51"$"cod.Mag.51"$"cod Mag 51"$"codMag51"$"C. M. 51"$"C.M.51"$"C M 51"$"CM51"
"Leipzig"$"4035206-7"$"Universitätsbibliothek Leipzig"$"30026-3"$"Cod. mag. 52 (Leihgabe Leipziger Stadtbibliothek)"$"Cod. mag. 52"$"Cod.mag.52"$"Cod mag 52"$"Codmag52"$"cod. mag. 52"$"cod.mag.52"$"cod mag 52"$"codmag52"$"Cod. Mag. 52"$"Cod.Mag.52"$"Cod Mag 52"$"CodMag52"$"cod. Mag. 52"$"cod.Mag.52"$"cod Mag 52"$"codMag52"$"C. M. 52"$"C.M.52"$"C M 52"$"CM52"
