"Berlin"$"4005728-8"$"Staatsbibliothek zu Berlin"$"5036103-X"$"Hdschr. 172,1"$"Hdschr 172,1"$"Hdschr.172,1"$"hdschr. 172,1"$"hdschr.172,1"$"hdschr 1"$"Hs 172,1"$"Hs. 1"$"HDSCHR. 172,1"$"Hdschr. 172"
"Berlin"$"4005728-8"$"Staatsbibliothek zu Berlin"$"5036103-X"$"Hdschr. 172,2"$"Hdschr 172,2"$"Hdschr.172,2"$"hdschr. 172,2"$"hdschr.172,2"$"hdschr 1"$"Hs 172,2"$"Hs. 1"$"HDSCHR. 172,2"$"Hdschr. 172"
"Berlin"$"4005728-8"$"Staatsbibliothek zu Berlin"$"5036103-X"$"Hdschr. 172,3"$"Hdschr 172,3"$"Hdschr.172,3"$"hdschr. 172,3"$"hdschr.172,3"$"hdschr 1"$"Hs 172,3"$"Hs. 1"$"HDSCHR. 172,3"$"Hdschr. 172"
