"Berlin"$"4005728-8"$"Staatsbibliothek zu Berlin"$"5036103-X"$"Cod. simul. 152, Kasten 1, M 564"$"Cod simul 152, Kasten 1, M 564"$"Cod.simul.152, Kasten 1, M 564"$"Cod. Simul. 152, Kasten 1, M 564"$"Cod.Simul.152, Kasten 1, M 564"
"Berlin"$"4005728-8"$"Staatsbibliothek zu Berlin"$"5036103-X"$"Ms. gall. fol. 157 (Aufbewahrungsort: Krakau, Jagiellonen-Bibliothek)"$"Ms gall fol 157"$"Ms.gall.fol.157"$"Gall. Fol. 157"$"Ms. gall. fol. 157"$"gall. fol. 157"$"Gall. fol. 157"$"Ms. Gall. 2° 157"$"Ms Gall. Fol. 157"$"Ms. GALL. FOL. 157"$"GALL. FOL. 157"
"Berlin"$"4005728-8"$"Staatsbibliothek zu Berlin"$"5036103-X"$"Ms. gall. fol. 259,1"$"Ms gall fol 259,1"$"Ms.gall.fol.259,1"$"Gall. Fol. 259,1"$"Ms. gall. fol. 259,1"$"gall. fol. 259,1"$"Gall. fol. 259,1"$"Ms. Gall. 2° 259,1"$"Ms Gall. Fol. 259,1"$"Ms. GALL. FOL. 259,1"$"GALL. FOL. 259,1"
"Berlin"$"4005728-8"$"Staatsbibliothek zu Berlin"$"5036103-X"$"Ms. gall. fol. 259,2"$"Ms gall fol 259,2"$"Ms.gall.fol.259,2"$"Gall. Fol. 259,2"$"Ms. gall. fol. 259,2"$"gall. fol. 259,2"$"Gall. fol. 259,2"$"Ms. Gall. 2° 259,2"$"Ms Gall. Fol. 259,2"$"Ms. GALL. FOL. 259,2"$"GALL. FOL. 259,2"
