"11"$"C 32, fliegendes Blatt"$"https://iiif.ub.uni-leipzig.de/0000055235/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-570834"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0552/0000055235/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"12"$"C 35, Ansetzfalz"$"https://iiif.ub.uni-leipzig.de/0000054815/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-564207"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0548/0000054815/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"13"$"C 36, Flügelfalz vorn"$"https://iiif.ub.uni-leipzig.de/0000054832/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-567342"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0548/0000054832/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"14"$"C 36, Flügelfalz hinten"$"https://iiif.ub.uni-leipzig.de/0000054833/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-567360"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0548/0000054833/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"15"$"C 38, Ansetzfalz"$"https://iiif.ub.uni-leipzig.de/0000054816/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-564216"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0548/0000054816/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"16"$"C 39, fliegendes Blatt"$"https://iiif.ub.uni-leipzig.de/0000055177/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-567173"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0551/0000055177/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"17"$"C 46, Ansetzfalz"$"https://iiif.ub.uni-leipzig.de/0000055240/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-570864"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0552/0000055240/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"18"$"C 46, fliegendes Blatt vorn"$"https://iiif.ub.uni-leipzig.de/0000055248/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-571578"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0552/0000055248/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"19"$"C 46, fliegendes Blatt hinten"$"https://iiif.ub.uni-leipzig.de/0000055249/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-571002"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0552/0000055249/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"20"$"C 47, Spiegel und fliegendes Blatt"$"https://iiif.ub.uni-leipzig.de/0000055172/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-570768"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0551/0000055172/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"21"$"C 52, Flügelfalz"$"https://iiif.ub.uni-leipzig.de/0000055236/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-571018"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0552/0000055236/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"22"$"C 52, fliegendes Blatt"$"https://iiif.ub.uni-leipzig.de/0000055178/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-570879"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0551/0000055178/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"23"$"C 54, fliegendes Blatt"$"https://iiif.ub.uni-leipzig.de/0000054819/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-567185"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0548/0000054819/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"24"$"C 57, fliegendes Blatt vorn"$"https://iiif.ub.uni-leipzig.de/0000055192/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-571020"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0551/0000055192/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"25"$"C 63, Ansetzfalz"$"https://iiif.ub.uni-leipzig.de/0000054820/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-567193"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0548/0000054820/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"26"$"C 64:3, fliegendes Blatt"$"https://iiif.ub.uni-leipzig.de/0000055237/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-571499"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0552/0000055237/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"27"$"C 64:4, fliegendes Blatt"$"https://iiif.ub.uni-leipzig.de/0000054821/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-567206"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0548/0000054821/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"28"$"C 65:1, fliegendes Blatt"$"https://iiif.ub.uni-leipzig.de/0000055187/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-570978"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0551/0000055187/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
"29"$"C 65:5, fliegendes Blatt"$"https://iiif.ub.uni-leipzig.de/0000055185/manifest.json"$"https://nbn-resolving.org/urn:nbn:de:bsz:15-0026-570931"$"https://iiif.ub.uni-leipzig.de/iiif/j2k/0000/0551/0000055185/00000001.jpx/full/,200/0/default.jpg"$"Komplett"$"Original"$"Standard"$"Einzelseite"$"01.01.2022"$"01.11.2023"$"Evangelisch-Lutherische Kirchgemeinde Annaberg-Buchholz, Kirchenbibliothek"$"https://d-nb.info/gnd/1026301912"$"Annaberg-Buchholz (Erzgebirge)"$"https://d-nb.info/gnd/4085813-3"$"Universitätsbibliothek Leipzig"$"https://d-nb.info/gnd/30026-3"$"Leipzig"$"https://d-nb.info/gnd/4035206-7"
