"Aurich"$"4003660-1"$"Niedersächsisches Landesarchiv – Abteilung Aurich"$"1147794049"$"NLA AU Dep. 4 IX Nr. 1"$"Dep. IV Msc. IX, 1"$"Dep. IV Msc. IX,1"$"Dep. 4 Msc. IX, 1"$"Dep. 4 Msc. IX,1"
"Aurich"$"4003660-1"$"Niedersächsisches Landesarchiv – Abteilung Aurich"$"1147794049"$"NLA AU Dep. 4 IX Nr. 2"$"Dep. IV Msc. IX, 2"$"Dep. IV Msc. IX,2"$"Dep. 4 Msc. IX, 2"$"Dep. 4 Msc. IX,2"
"Aurich"$"4003660-1"$"Niedersächsisches Landesarchiv – Abteilung Aurich"$"1147794049"$"NLA AU Dep. 4 IX Nr. 3"$"Dep. IV Msc. IX, 3"$"Dep. IV Msc. IX,3"$"Dep. 4 Msc. IX, 3"$"Dep. 4 Msc. IX,3"
"Aurich"$"4003660-1"$"Niedersächsisches Landesarchiv – Abteilung Aurich"$"1147794049"$"NLA AU Dep. 4 IX Nr. 4"$"Dep. IV Msc. IX, 4"$"Dep. IV Msc. IX,4"$"Dep. 4 Msc. IX, 4"$"Dep. 4 Msc. IX,4"
"Aurich"$"4003660-1"$"Niedersächsisches Landesarchiv – Abteilung Aurich"$"1147794049"$"NLA AU Dep. 4 IX Nr. 40"$"Dep. IV Msc. IX, 40"$"Dep. IV Msc. IX,40"$"Dep. 4 Msc. IX, 40"$"Dep. 4 Msc. IX,40"
"Aurich"$"4003660-1"$"Niedersächsisches Landesarchiv – Abteilung Aurich"$"1147794049"$"NLA AU Dep. 4 IX Nr. 41"$"Dep. IV Msc. IX, 41"$"Dep. IV Msc. IX,41"$"Dep. 4 Msc. IX, 41"$"Dep. 4 Msc. IX,41"
"Aurich"$"4003660-1"$"Niedersächsisches Landesarchiv – Abteilung Aurich"$"1147794049"$"NLA AU Dep. 4 IX Nr. 74"$"Dep. IV Msc. IX, 74"$"Dep. IV Msc. IX,74"$"Dep. 4 Msc. IX, 74"$"Dep. 4 Msc. IX,74"$"Dep. IV Msc. IX, 74 (Beilage)"
"Aurich"$"4003660-1"$"Niedersächsisches Landesarchiv – Abteilung Aurich"$"1147794049"$"NLA AU Rep. 241 A 88"$"Rep. 241 Msc. A 88"
"Aurich"$"4003660-1"$"Niedersächsisches Landesarchiv – Abteilung Aurich"$"1147794049"$"NLA AU Rep. 241 A 89"$"Rep. 241 Msc. A 89"
"Aurich"$"4003660-1"$"Niedersächsisches Landesarchiv – Abteilung Aurich"$"1147794049"$"NLA AU Rep. 241 A 90"$"Rep. 241 Msc. A 90"
"Aurich"$"4003660-1"$"Niedersächsisches Landesarchiv – Abteilung Aurich"$"1147794049"$"NLA AU Rep. 241 A 91"$"Rep. 241 Msc. A 91"
