"1"$"NLA OS Erw A 16 Nr. 129"$""$"https://www.arcinsys.niedersachsen.de/arcinsys/detailAction?detailid=v262603"$"https://www.arcinsys-digitalisate.niedersachsen.de/nla_os/erw_a_16/nr._129/thumbs/m_os_erw_a_16_nr._129_aufn_0001.jpg"$"Komplett"$"Reproduktion"$"Bitonal"$"Doppelseite"$"2019"$"08.2019"$"Niedersächsisches Landesarchiv – Abteilung Osnabrück"$"https://d-nb.info/gnd/10138432-4"$"Osnabrück"$"https://d-nb.info/gnd/4043974-4"$"Niedersächsisches Landesarchiv"$"https://d-nb.info/gnd/6510041-4"$"Hannover"$"https://d-nb.info/gnd/4023349-2"
"2"$"NLA OS Erw A 16 Nr. 130"$""$"https://www.arcinsys.niedersachsen.de/arcinsys/detailAction?detailid=v262619"$"https://www.arcinsys-digitalisate.niedersachsen.de/nla_os/erw_a_16/nr._130/thumbs/m_os_erw_a_16_nr._130_aufn_0001.jpg"$"Komplett"$"Reproduktion"$"Bitonal"$"Doppelseite"$"2019"$"08.2019"$"Niedersächsisches Landesarchiv – Abteilung Osnabrück"$"https://d-nb.info/gnd/10138432-4"$"Osnabrück"$"https://d-nb.info/gnd/4043974-4"$"Niedersächsisches Landesarchiv"$"https://d-nb.info/gnd/6510041-4"$"Hannover"$"https://d-nb.info/gnd/4023349-2"
"3"$"NLA OS Erw A 16 Nr. 131"$""$"https://www.arcinsys.niedersachsen.de/arcinsys/detailAction?detailid=v262607"$"https://www.arcinsys-digitalisate.niedersachsen.de/nla_os/erw_a_16/nr._131/thumbs/m_os_erw_a_16_nr._131_aufn_0001.jpg"$"Komplett"$"Reproduktion"$"Bitonal"$"Einzelseite"$"2019"$"08.2019"$"Niedersächsisches Landesarchiv – Abteilung Osnabrück"$"https://d-nb.info/gnd/10138432-4"$"Osnabrück"$"https://d-nb.info/gnd/4043974-4"$"Niedersächsisches Landesarchiv"$"https://d-nb.info/gnd/6510041-4"$"Hannover"$"https://d-nb.info/gnd/4023349-2"
