"Hameln"$"4023145-8"$"Museum Hameln"$"2097092-4"$"A-120"$"ed000034"$"hm_sm_a-0120"
"Hameln"$"4023145-8"$"Museum Hameln"$"2097092-4"$"30664"$"ed000033"$"hm_sm_ms-0353"$"Ms. 353"
